sid	label	pkgname	ver	adunitshowid	mediashowid	apptype	nginxtime	ip	city	province	reqrealip	adidmd5	imeimd5	idfamd5	openudidmd5	macmd5	dvctype	model	make	ntt	carrier	os	osv	orientation	lan	h	w	ppi
6d8d5dd9-cb58-41c1-affa-b707dfcfd6b2-1560052894431	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e00e9da465ddfd605e2c39aa531dc6da	f4658ac564ae09266976ac30e0f8f582	221.0	1.560052894431E12	14.106.161.136	重庆市	31.0	180.163.220.125	11b36d5fe2cfe54a9ff874ed4a7e19c3	6cee9f22e340c27199287ff2aa46ab72	empty	empty	empty	0.0	PRA-AL00X	NULL	6.0	46003.0	android	8.0.0	0.0	NULL	1794.0	1080.0	0.0
b8cd6c71-fe26-4205-bf0e-a6aef755010d-1560094525564	1	a54becae1bd97547e7719de5602d9a42	6.8.14	828395f0dca4b4ce32d49c0328f003f1	ab4a681cc02ba233881e6440352342c4	270.0	1.560094525601E12	223.107.11.250	徐州市	-1.0	123.59.48.110	f62fdf1fe419f24b40bfadffb4ca2345	e616aec2181388625c8de58a4c0e0223	empty	empty	5f23997a88408bb85ee25df822b2b053	2.0	HRY-AL00TA	honor	2.0	46000.0	Android	9	1.0	zh-CN	2340.0	1080.0	480.0
f0142739-d3d8-49ab-b76e-0855d934ebdd-1560053727446	1	170a88a12e36f8a0f1b73442304398b1	30928412	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560053727446E12	112.17.247.123	衢州市	-1.0	39.96.159.160	empty	b2827fbd5a3ca07614ddf893b466cda7	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	V1813T	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
f044c1b2-8fe7-4e32-b6f4-d8f9446dc965-1560050279601	1	a4279a3b769d4367f97e5a3ee819a57d	7.1.5	5283117130625ebe4413e3719679a495	8fab8557d62202df2da54f4c8ee1f1e8	302.0	1.560050279601E12	117.136.75.235	福州市	-1.0	120.132.66.52	ff068c196e96cdcf12428d4330e8ad31	bbef7efbcc8e885bb54164cd84b196da	empty	empty	e379c437fa18aeef745f063aab1194d8	2.0	PBAM00	OPPO	6.0	46000.0	android	8.1	0.0	zh	1520.0	720.0	480.0
60db2854-feb8-4312-a0fb-dfcbbadceae6-1560032422600	1	8ee615bd91459fa3f368338faec7fc8b	7.3.4	4b4eedec5149ac4ab92c723a53bd7578	40cb281984c401046592fb49a8e9f7d0	310.0	1.5600324226E12	36.60.203.195	宿州市	-1.0	115.29.213.36	d6ff82f65507ec9e5c79be429d122964	cad105e97a23bb7aa961988d476bb073	empty	empty	1c6c5d07caaf56b80bb8439e4a38ea1e	2.0	VIVO X20A	vivo	6.0	46000.0	Android	8.1.0	0.0	zh-CN	2034.0	1080.0	3.0
766b3c33-37ba-47f0-aa09-633cbdaf6af8-1560055459324	0	8ee615bd91459fa3f368338faec7fc8b	7.3.4	4b4eedec5149ac4ab92c723a53bd7578	40cb281984c401046592fb49a8e9f7d0	310.0	1.560055459327E12	120.239.199.9	珠海市	-1.0	120.55.88.93	76d97b555101842bfa291123137cbfd2	14fd5bedd07cd4e7af50fc16b8ae52f2	empty	empty	771bbe6383f3ff0255730a5cb1c006f2	2.0	PBCM10	OPPO	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2196.0	1080.0	3.0
0763a12a-d2f5-423f-bbca-298fcb96eb58-1560091895671	0	0967260bec6019d61af88e25b2d944b8	NULL	cece89e17ab0225cc9baf346ea1b8e88	bb4bca3e2d5fc4d3297af9e64a389958	220.0	1.56009189567E12	122.236.116.117	绍兴市	-1.0	134.175.189.136	fcf2a219c9c37e28b27ff1e837f67a02	e4bcc9bb6e0516d6ee2fea1acb61a07c	empty	empty	empty	2.0	OPPO_A57	oppo	2.0	46000.0	android	6.0	0.0	zh	1280.0	720.0	0.0
b4d847d6-d764-4aa2-9bf7-7a26dc34c51e-1560087331622	1	3068122d33c1b72edb1f0d644f27405c	8.21.2	1ccb9164954c65e5e2fb5c7e176adb36	8832ab73ad09162a017fda9219ac2778	207.0	1.560087331619E12	180.130.10.252	昆明市	-1.0	120.24.54.15	12ce78925185d9f01b14c4ef8b20ae12	36541abf1fe506c59bb2b79b762a9ac5	empty	empty	97436894e5933e5a734499fb5357da13	2.0	PBEM00	OPPO	3.0	46000.0	android	8.1.0	1.0	zh-CN	2340.0	1080.0	480.0
a1a867d5-aaf4-4141-b462-882e79f24c9c-1560049270337	1	170a88a12e36f8a0f1b73442304398b1	30928000	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560049270335E12	111.44.170.153	西宁市	-1.0	39.96.159.159	empty	72ac78f1f65349b7f0c9cec2299ce6b9	empty	empty	empty	2.0	INE AL00	HUAWEI	2.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
718a1b9f-e0a6-4387-8ae0-66ff8a87ae27-1560042170985	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560042170986E12	117.136.60.132	上饶市	-1.0	39.96.159.159	empty	c5f7f2a4c8aad3bbb5f1affca71e4594	empty	empty	empty	2.0	V1813T	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
8b4d0b4e-558e-43c6-8cc5-b3744b605091-1560085284427	0	empty	4.9.11	e0dc59c91921d0ab8acb8ac1e9a81a93	0c28cf2afaba3174f88e045403d45763	265.0	1.560085284425E12	112.3.43.179	盐城市	-1.0	47.100.114.41	6305314a01e397b3f001435f17e26c71	2f383730827db8efa5bac781d98b034f	empty	empty	empty	2.0	PBAT00	NULL	2.0	0.0	android	8.1	0.0	NULL	0.0	0.0	0.0
973d76af-5f31-4b18-90fb-4b9e09c3c533-1560058463526	1	170a88a12e36f8a0f1b73442304398b1	30928000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560058463524E12	183.202.254.18	朔州市	-1.0	39.96.159.161	empty	5753c63961a626ed3ac95292686e2e9e	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	LLD AL30	HONOR	2.0	46000.0	Android	9.0.0	1.0	zh-CN	676.0	320.0	0.0
33c7a310-798e-418d-bec6-4ebe4d06acbe-1560014499832	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e7f79bda2b839f7debffe13ee6df818f	f4658ac564ae09266976ac30e0f8f582	221.0	1.560014499831E12	14.220.242.218	东莞市	-1.0	180.163.220.43	128456045f1a7f74991c778a10578c0a	b9af3692c61b5b149d115130f7cd03e4	empty	empty	empty	0.0	GN8003	金立	2.0	46001.0	android	6.0	0.0	NULL	1920.0	1080.0	0.0
f8118946-9594-4752-8515-ae37e0a3e853-1560080383618	0	empty	NULL	764e263ef6de06c87249d9c6094959c6	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560080383621E12	42.122.138.37	天津市	27.0	123.59.23.126	60bc312706f62ab52bbbc467b0468ab7	2374b4b764d115fcbc7a7953e4e6315f	empty	60bc312706f62ab52bbbc467b0468ab7	0e917e699b09afcc620714ed44aa5c1d	2.0	V1813A	vivo	2.0	46000.0	android	Android_8.1.0	0.0	NULL	1080.0	2154.0	0.0
a4468eb0-0c28-486a-9024-de78bcd11bf2-1560087433016	1	c3928c124c66197bda97ee4f34a4767e	NULL	e75047ac4169618b8961a689ed954151	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560087433014E12	111.41.134.6	哈尔滨市	-1.0	123.123.219.7	9f3a7eb907f4a4a719167d1eabf04164	5fa16cbea114880f01eaca419191092f	empty	empty	empty	2.0	ELE-AL00	HUAWEI	2.0	-1.0	android	7.9.2	0.0	NULL	0.0	0.0	0.0
4ab19226-e593-4729-b80c-edb581ee109b-1560056774321	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560056774319E12	223.104.95.36	贵阳市	-1.0	39.96.159.157	empty	a57d5e5095951f7bf3223a6b202bcfb4	empty	empty	empty	2.0	VIVO Y85A	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
202a1684-b006-48b1-b150-da04fb8e9a52-1560036247916	1	empty	190516	d14a9f6f1293156f608bc0855d48dd17	af25d97ac9e2b9f1c240b8e3a10cb1f8	273.0	1.560036247921E12	180.162.236.201	上海市	3.0	106.75.90.106	a64c06b1c580bdf275e8c651b1ef6300	a87df5fc965993f1807e1da1cbfe3c87	empty	empty	a538d2c473aa54edb440b49a293963ab	3.0	JSN-AL00	HUAWEI	2.0	46001.0	android	9	0.0	zh_CN	2137.0	1080.0	0.0
55f0b4e3-43d7-410e-b8e4-2ddd44467649-1560069554824	0	empty	NULL	10199dc8fea2e173525bc3151bd84312	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560069554824E12	223.98.109.106	枣庄市	-1.0	123.59.23.126	86d1ff32fcff88796ffbe8863d41f2ea	548c0954e528902dd6187fb083cf3426	empty	86d1ff32fcff88796ffbe8863d41f2ea	8fff32a72142e1012b04b928662c0b23	2.0	V1813A	vivo	2.0	46001.0	android	Android_8.1.0	0.0	NULL	1080.0	2154.0	0.0
492f3ff5-be45-4c82-b266-290deb4c46b7-1560054059816	0	7c5512e914ef3e1e88f4c6301e9b5796	NULL	d0267547ad324d53078c09095c2e1148	06765782b6564446531bf6795f0fdc48	336.0	1.560054059816E12	182.98.29.43	赣州市	-1.0	119.254.201.249	empty	869636870c7b04d31f671be5de75f6c5	empty	empty	empty	0.0	VIVO Y66I	vivo	2.0	46000.0	android	7.1.2	0.0	NULL	0.0	0.0	0.0
b4bf4476-cba3-4138-a711-d7f9533065f0-1560082477112	0	empty	190516	51f02f6007e49301adb4ccb1da0fbf12	5f83d3d963b19352aff3d9b5b29fa736	273.0	1.560082477114E12	182.240.86.16	曲靖市	-1.0	106.75.90.106	c54e657f8b704237a0e1c8f58d269e1c	0ee653b5e337d2d357941dc8db4dab75	empty	empty	e844ca5150a4be8024684e35c680102d	3.0	PAAM00	OPPO	2.0	46000.0	android	8.1.0	0.0	zh_CN	2280.0	1080.0	0.0
207a1390-d71b-41cc-9477-afa3147181ff-1560033725220	0	empty	NULL	10199dc8fea2e173525bc3151bd84312	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560033725219E12	49.83.183.249	盐城市	-1.0	47.95.111.138	37abce8e02a3b87c1524ab06c5ca4def	c212e498e6fd7bb441204a6e06e6367e	empty	37abce8e02a3b87c1524ab06c5ca4def	e5c3e21e4d622e0ee422df7a5d75cc08	2.0	OPPO A37M	OPPO	2.0	46001.0	android	Android_5.1	0.0	NULL	720.0	1280.0	0.0
9f90c21b-5756-4f88-a5cd-a2b0fcfaa054-1560073012587	1	170a88a12e36f8a0f1b73442304398b1	30917001	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560073012586E12	121.31.247.12	南宁市	-1.0	39.96.159.162	empty	4c09a5beb4fc2b6da3a617881d5ad0c2	empty	empty	empty	2.0	V1813T	vivo	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
f68813d1-c98f-4b1a-baff-8288ac946c84-1560094563296	1	1045947d39ac3b562a76c599a7bfd8a1	8.7.0	0a7368a4779f414a22f33b0a9573ba1a	a3321324115a89c9a1e1ee10a099e782	318.0	1.560094563295E12	112.96.176.198	广州市	-1.0	180.76.180.56	8078ad8aa204d65b081b6884e297a725	35c5adff1545b12feadf1ab7f7843a44	empty	empty	empty	2.0	MHA-AL00	HUAWEI	6.0	46001.0	Android	9.0	0.0	zh-CN	1808.0	1080.0	326.0
516808d7-ee5d-4bf3-bfcd-9c5c19e90a5e-1560066588666	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	9dd91f965c1c9a5932dedc020c97c048	f4658ac564ae09266976ac30e0f8f582	221.0	1.560066588664E12	106.47.234.173	天津市	27.0	180.163.220.61	ad1ae76cb3fe825ce1a9a0f4001da9a7	8cb436cd1ef36e232b091845f9178c2a	empty	empty	empty	0.0	HUAWEI NXT-AL10	华为	6.0	46003.0	android	8.0.0	0.0	NULL	1812.0	1080.0	0.0
2902ccc1-faaa-47f3-b5b9-9736e4603043-1560089478266	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	580d13b46b75e6bb2f80d0e38fc3fe2c	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560089478263E12	106.35.211.22	锡林郭勒盟	-1.0	211.159.203.244	443e582cd35b383cbb1001653dde4188	45721d16ad203c9277913fffd57401a1	empty	54fe734c797571163952617603a83bbc	9abd9b57a1c5acdf8498d7b2bb6af909	2.0	OS105	smartisan	2.0	46000.0	Android	7.1.1	1.0	zh-CN	2070.0	1080.0	480.0
ddcfb033-8449-4e78-8e63-f792af485a02-1560082656237	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	be7b4818939482a91e3d20dfc2d3a19c	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560082656239E12	119.100.40.152	黄石市	-1.0	211.159.203.236	e842d38c19386cb7c414ab8e4a98dba3	dd35c52ac717c7273ca2fd3cbd54612a	empty	9619b60e1117a28c52de3028b28912bf	ef24429d8de078b2b8807c57e5d10040	2.0	VIVO NEX S	vivo	2.0	46000.0	Android	9	1.0	zh-CN	2316.0	1080.0	480.0
e4f5a708-56e8-4770-b53c-c35192b824ff-1560022350464	0	5c9b0ef1839595cffc9a3b45b78e48b5	8.2.7.0	f7ebd83eb3fcc31ddefafdb66aa235cf	d7a29241b6c40b5ade33e3a0fafb92b3	330.0	1.56002235046E12	223.104.30.134	昌吉回族自治州	-1.0	123.59.48.111	278378b5564d8bc710de00010d68a884	e195571d139c5e9c194d4408e33ab657	empty	empty	13616026742e97fb6855ee3c63677cbf	2.0	PACM00	OPPO	6.0	46000.0	Android	8.1.0	0.0	zh-CN	2136.0	1080.0	3.0
da7559a9-991c-4612-8c49-a7d1e31c7427-1560088695678	1	c3928c124c66197bda97ee4f34a4767e	NULL	e75047ac4169618b8961a689ed954151	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560088695677E12	117.136.104.166	郑州市	-1.0	123.123.219.7	f8163882712c88034270ee954abd1323	d88c52ab5e5108be6f56376d54e3b8f6	empty	empty	empty	2.0	PAR-AL00	HUAWEI	6.0	-1.0	android	7.8.2	0.0	NULL	0.0	0.0	0.0
9f8c925d-efe0-4855-94a4-607bd2f51369-1560052736750	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560052736761E12	106.127.75.36	贺州市	-1.0	39.96.159.159	empty	d328e163fc79c6f10ff94b7e473c35f7	empty	empty	empty	2.0	MI 8	Xiaomi	5.0	46000.0	Android	8.1.0	1.0	zh-CN	818.0	393.0	0.0
d48abbdf-6582-4c71-9f54-6a5dc96b2f41-1560034937497	0	b47e3517e716b8aa9f11beccea486bb3	6.0.5.1	d148caa10b76d5d12eeb8f2f5fd1c88d	f9a6552931c92bfacf81ac70b67097b7	273.0	1.560034937496E12	115.198.54.90	杭州市	-1.0	106.12.5.102	25eb6cbf96bfecb971b0ef264cda5231	493578d0a7ec174fbdc91a12cd6719f6	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PADM00	OPPO	2.0	46000.0	Android	8.1.0	0.0	zh-CN	1080.0	2280.0	480.0
e3f4d705-e0ef-434b-87b4-3bf375926f6e-1560010124668	1	empty	5.76.2.6060	b3c87241f8806ee2f9feba881d03d42c	25ad2d02765793b229e8e468a6203269	326.0	1.560010124668E12	183.224.14.4	昆明市	-1.0	106.14.150.230	e00f7e8ee55f2bfe0494e5da9aeaae26	558c4a13a34b9b16b9a9b7c8bdb57ec9	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	MI 8 LITE	Xiaomi	2.0	46000.0	android	9	0.0	zh-CN	2280.0	1080.0	0.0
0f307dd7-a5fc-458f-9d4e-2e017cde1b75-1560063523930	1	170a88a12e36f8a0f1b73442304398b1	30924422	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560063523932E12	117.136.45.13	南京市	-1.0	39.96.159.156	empty	e71569fbfcc4f29bd85502d3d6653f5c	empty	empty	empty	2.0	ELE TL00	HUAWEI	5.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
c3d6c033-0dc1-464d-a8e6-8a4de2fbb376-1560013065354	1	empty	5.76.2.6060	c44de6c45e712be3cdcaa63e92077b62	25ad2d02765793b229e8e468a6203269	326.0	1.560013065353E12	113.250.253.121	重庆市	31.0	47.100.46.246	eac64b0df766b213e09b172f051146e1	5119e1b043df41c7bdf75853f1be9fb0	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	COL-AL10	HONOR	2.0	46000.0	android	9	0.0	zh-CN	2280.0	1080.0	0.0
d987f09f-065e-4d76-b69b-3790c04c607a-1560068630427	0	6b750c790b25be785b9454d28d5e6c8c	NULL	d0267547ad324d53078c09095c2e1148	06765782b6564446531bf6795f0fdc48	336.0	1.560068630426E12	112.17.241.53	丽水市	-1.0	119.254.201.249	empty	1bb403eb543bd9df2025165074ecb770	empty	empty	empty	0.0	VIVO X20	vivo	6.0	46000.0	android	8.1.0	0.0	NULL	0.0	0.0	0.0
8ffc16f7-8ee9-4324-ae2d-de50b4794a6e-1560066186516	0	b15030107319685361f4c8c0d9598cf1	NULL	4f2f5735b281a22587f22fb0aaba707e	651673a5531dde9cd40f08d09d16fe70	375.0	1.560066186517E12	117.136.46.225	南京市	-1.0	180.163.220.46	95040ff36b7c4379eba4aff4f9ceddda	5da6142563e21ec62f8fc36b27734b47	empty	empty	empty	0.0	HUAWEI TAG-AL00	华为	6.0	46000.0	android	5.1	0.0	NULL	1184.0	720.0	0.0
a3373a3e-e26b-48a2-ad7e-2a52dc91b240-1560038175657	0	empty	4.7.5	689800aa49d867018e7196b3b757841f	eec946a5a66c023ec9d3b2ede5900626	265.0	1.560038175655E12	180.102.222.151	南京市	-1.0	101.132.127.114	17ea670801fc3c5a3e4c3f1c696564f3	e8de97361da25a8f2f710f6773ae3316	empty	empty	empty	2.0	V1818CT	NULL	2.0	0.0	android	8.1	0.0	NULL	0.0	0.0	0.0
7674c395-c650-449d-8ae6-36c7c1aa4f13-1560088975816	0	1cb11fdc6bdeb9cb428e42536b3fe300	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560088975814E12	36.157.2.230	郴州市	-1.0	119.254.201.249	empty	2afa3135084409797f673b99c255df49	empty	empty	empty	0.0	VIVO Y31A	vivo	2.0	46000.0	android	5.1.1	0.0	NULL	0.0	0.0	0.0
d8ec746c-f8e7-4d16-ba9b-ac6ce8bdc0a8-1560022247365	1	b15030107319685361f4c8c0d9598cf1	NULL	4f2f5735b281a22587f22fb0aaba707e	651673a5531dde9cd40f08d09d16fe70	375.0	1.560022247365E12	36.100.108.175	西宁市	-1.0	180.163.220.46	00552d7bd12940b535d7ba332dc28781	01413e461aa171f834c193f96981e7d7	empty	empty	empty	0.0	KONKA D6+	NULL	2.0	46001.0	android	6.0	0.0	NULL	1280.0	720.0	0.0
d10f3f8d-19fb-4a23-a330-21b93b4090e3-1560074935261	1	empty	8.0.7	09ce4ac27564c682891e353216f23d35	f23f2adccfba773530b485740975feb2	358.0	1.560074935258E12	223.146.66.233	衡阳市	-1.0	60.205.171.138	804a34c1f8a6f1ca91273fa17b891b15	f80347bcc90464418824715e2f81cd1f	empty	empty	a81c7512ed26e9f556f53d222b6a840f	2.0	MI+5X	MI+5X	2.0	46000.0	android	8.0.1	0.0	NULL	1920.0	1080.0	0.0
2a21d32e-612e-4a14-b532-042962042d82-1560038122960	1	a4279a3b769d4367f97e5a3ee819a57d	7.1.1	a5c29b09e52fb29a159b0586c380f380	8fab8557d62202df2da54f4c8ee1f1e8	302.0	1.56003812296E12	117.173.79.6	成都市	-1.0	120.132.66.52	129b0573b7117a00f4699acbbf2a48e8	ea7b27200fd8d5d65bfce922d471ba97	empty	empty	e379c437fa18aeef745f063aab1194d8	2.0	V1809A	vivo	2.0	46000.0	android	8.1	0.0	zh	2340.0	1080.0	480.0
ad165665-2ee5-4171-a007-44e1c4a7d83d-1560057794224	0	empty	5.76.2.6060	7fc0dbaa3f8115d147828a288c6bb335	25ad2d02765793b229e8e468a6203269	326.0	1.560057794224E12	106.114.245.234	石家庄市	-1.0	106.14.197.56	26b50a746d0f622d7aa9324d87a1e63a	f671d641c2536bd61119806b9f5fdc2e	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PBCM10	OPPO	2.0	46003.0	android	8.1.0	0.0	zh-CN	2340.0	1080.0	0.0
1bdc0f31-a472-44e2-9e8f-8eea22a167c1-1560012266783	1	empty	5.76.2.6060	ab85ef736cd21df4861e71b73bffccab	25ad2d02765793b229e8e468a6203269	326.0	1.560012266783E12	116.54.96.149	昆明市	-1.0	101.132.187.57	43e801911bf243a5489fe8d5d8de5ebb	d4b7ba18a4a3ec3bb374052125c4ccde	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	VIVO Y83	vivo	2.0	46000.0	android	8.1.0	0.0	zh-CN	1520.0	720.0	0.0
66ad6067-5f22-463c-ad8f-5ccffbdaa62e-1560090718625	1	empty	5.76.2.6060	b3ab3170257b0e45bcf0469185bf3e15	25ad2d02765793b229e8e468a6203269	326.0	1.560090718623E12	110.124.54.99	福州市	-1.0	106.14.150.230	10b9a058bac8c1d673848a794dbf969a	77cfc59b51fa02af2a2dd87394674143	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	MI 8 SE	Xiaomi	2.0	46000.0	android	9	0.0	zh-CN	2244.0	1080.0	0.0
caa2dfc1-eb14-423a-8b70-f01604d0a707-1560058565032	1	empty	8.0.7	09ce4ac27564c682891e353216f23d35	f23f2adccfba773530b485740975feb2	358.0	1.560058565032E12	125.42.148.13	新乡市	-1.0	60.205.171.138	e3bc0cdec4ac7528f186e682bd434027	2093909c66877fbdc0599b85bce48388	empty	empty	dfc9539470bb35ec86d03fbb048c47b7	2.0	VIVO	vivo	2.0	46000.0	android	8.1.0	0.0	NULL	13.0	1080.0	0.0
28b39979-eb9b-41ec-8a25-ca5fadcc999a-1560053914422	0	b15030107319685361f4c8c0d9598cf1	NULL	4f2f5735b281a22587f22fb0aaba707e	651673a5531dde9cd40f08d09d16fe70	375.0	1.560053914424E12	119.146.234.210	汕尾市	-1.0	180.163.220.41	84935663da30d31ad6309437e88e1643	7df6227a93f488fa32aee988721f17d4	empty	empty	empty	0.0	M653	NULL	2.0	46000.0	android	7.1.1	0.0	NULL	1280.0	720.0	0.0
544cb96e-27bf-46b9-b183-8cd8c2c8efa2-1560050452797	1	3068122d33c1b72edb1f0d644f27405c	8.21.2	1ccb9164954c65e5e2fb5c7e176adb36	8832ab73ad09162a017fda9219ac2778	207.0	1.560050452795E12	117.136.77.45	泰安市	-1.0	112.74.197.249	5baf020e094275a24fa360f8eb21c1d4	0b743d0549839d6c19a02dc749203567	empty	empty	c956118a8b2c319f6d4bb5352d4fc3bc	2.0	V1813A	vivo	3.0	46000.0	android	8.1.0	1.0	zh-CN	2280.0	1080.0	480.0
12f39956-d615-47a2-a4e7-45f63f01bd83-1560093942735	1	empty	5.73.2.5950	7fc0dbaa3f8115d147828a288c6bb335	25ad2d02765793b229e8e468a6203269	326.0	1.560093942735E12	112.96.173.35	广州市	-1.0	47.100.11.90	c4fa7748ca8f29343ca80bfa0d711839	dfa2dd179a03aecc0cc60321868c5de9	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	JSN-AL00	HONOR	2.0	46003.0	android	8.1.0	0.0	zh-CN	2340.0	1080.0	0.0
51203b35-0369-4928-b637-e58ad8aebb10-1560072970092	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560072970093E12	171.82.14.166	黄石市	-1.0	39.96.159.157	empty	395e72cc1fc7952037c03ff7c4ae5eaf	empty	empty	empty	2.0	JSN AL00	HONOR	5.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
692f626e-317f-4074-a331-e395b44608c4-1560092148386	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	5c9468cf1be57b5c38aebee60470ce83	f4658ac564ae09266976ac30e0f8f582	221.0	1.560092148399E12	116.9.83.99	钦州市	-1.0	180.163.255.231	1586c914e67988df5f8cf36e6c9eb675	fcf657eacba8733507aeec5edadd09c0	empty	empty	47742b0d5a4c3a27bb986e9bbfaf0eca	0.0	OPPO R9M	OPPO	2.0	46003.0	android	5.1	0.0	NULL	1920.0	1080.0	0.0
13b2b2cc-88e4-4b1d-b1c0-be5882676ca3-1560091080600	0	ed4e4adc02f41c18c438f5bcaf2e89bc	2.3	af01686a67a7c6ce03cd96bdd54d4cab	230b900246395baf82434b727831927e	262.0	1.560091080599E12	120.229.163.164	惠州市	-1.0	120.55.93.140	57202c67db964dcfc5b94f4fba6a66ef	965b48d0398332c285c595da6f4b70e0	empty	empty	3ddeb46d77b2a931cab6d44483d52873	2.0	LE X528	LeEco	2.0	46000.0	Android	6.0.1	0.0	zh-CN	1920.0	1080.0	420.0
3a6f8138-ed31-46ea-9081-e2aa13be6c5e-1560060941875	0	7c5512e914ef3e1e88f4c6301e9b5796	NULL	c6a36f4b4f1d1204f0c20b9a67cf60d7	06765782b6564446531bf6795f0fdc48	336.0	1.560060941876E12	14.205.134.111	曲靖市	-1.0	119.254.201.249	empty	1e25f85ec9d66ee5e98ed415820fa404	empty	empty	empty	0.0	VIVO Y55A	vivo	2.0	46000.0	android	6.0.1	0.0	NULL	0.0	0.0	0.0
73c3a2ec-146f-4e0f-81dc-2e367fe8eb5f-1560078472278	1	empty	NULL	10199dc8fea2e173525bc3151bd84312	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560078472278E12	43.250.201.68	怀化市	-1.0	47.95.111.138	f34f35e12a887e00d97adb454a1fd186	db91af5b78ecd1cb4924b239c5d55645	empty	aaba81e38cb9dcb2df9d7907d09d9463	0f607264fc6318a92b9e13c65db7cd3c	2.0	PBEM00	OPPO	5.0	46001.0	android	Android_8.1.0	0.0	NULL	1080.0	2340.0	0.0
d27046d6-a0f1-4fe3-b0af-c804e8b68514-1560090971312	1	e6a4936fdd6d40bb38e3289fb92d7629	1.0.2.2	ea66aa309906fda1bc40aa08328dd447	2b89e5e19aa4e483536ee9613818eeb3	249.0	1.560090971312E12	117.60.237.203	淮安市	-1.0	152.136.127.44	830b7c6e7f1e26a0b48339a4ef5bf5ae	308e915416c5b70cf2c6aa89af92b428	empty	empty	c002304e4203190534d24b90307a0523	2.0	V1816T	vivo	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2340.0	1080.0	2.0
697b4578-0ed2-47ca-851e-c3f72ce215c7-1560070253805	1	cf34b6e98fed9d6bbd8dbf2eb26c4f74	3.0.94	77dcffaab8711bc9891a6e673a00ec8c	c16f9361f69883e1e8c3ceb3d30fd60e	208.0	1.560070253804E12	119.184.67.45	日照市	-1.0	139.199.97.140	8237bec82b9195e2b75f5ee97ec6f52a	ab4e8ca4329cff2ba5777a89fc266d55	empty	empty	360456b5119db705e032325bcc08c74a	2.0	VIVO Y85	vivo	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2280.0	1080.0	0.0
